,"ABM Campaign Planner - organized at job-title level. EVERY distinct title mentioned in Economic Buyer, Champion, or Influencer/User gets its own cluster/campaign, even if it appears only once - a use case can belong to more than one title's cluster. Each cluster's whole email sequence launches as ONE campaign per region on its scheduled day, and only for regions the source data actually names for that use case (see Target Geography column) - before Rakesh's US Master Calendar resumes.",,,,,,,,,,,,,,,,
Campaign Status,Date,Day,Owner,Region,Target Geography (this send),Persona (Job Title),Priority,Stream,Product(s),Sequence Length,Use Cases Covered (Buyer / Champion / Influencer-User),Campaign Name,Audience / Target List,Status,Date Live,Date Done,Notes
,23-Dec-2026,Wed,ABM Team,ROW,"India, Middle East, SEA, Africa",Monetization (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Gaming & Digital Entertainment - Player loyalty & battle-pass - Buyer: Head of Growth / Monetization | Champion: Live-ops manager | Influencer/User: Players, gamers",P1_ABM_ICPSEQ-MONETIZATION-LOYALIF_ROW_EMAIL-LI_abmteam_23DEC26,Monetization (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Monetization' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,23-Dec-2026,Wed,ABM Team,Global,Europe + rest of world,Monetization (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Gaming & Digital Entertainment - Player loyalty & battle-pass - Buyer: Head of Growth / Monetization | Champion: Live-ops manager | Influencer/User: Players, gamers",P1_ABM_ICPSEQ-MONETIZATION-LOYALIF_GLOBAL_EMAIL-LI_abmteam_23DEC26,Monetization (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Monetization' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Dec-2026,Thu,ABM Team,ROW,"India, Middle East, SEA, Africa",National trade marketing manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. FMCG - Multi-tier trade loyalty - Buyer: Head of Sales / Trade Marketing | Champion: National trade marketing manager | Influencer/User: Super-stockists / C&F, distributors, wholesalers, kirana retailers",P1_ABM_ICPSEQ-NATIONAL-TRADE-MARKE_ROW_EMAIL-LI_abmteam_24DEC26,National trade marketing manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'National trade marketing manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Dec-2026,Fri,ABM Team,US,USA,Offers & partnerships manager (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,1. Card-linked offers (CLO) - bank-embedded - Buyer: Head of Cards / Digital Banking | Champion: Offers & partnerships manager | Influencer/User: Bank cardholders; merchants funding the offers,P1_ABM_ICPSEQ-OFFERS-PARTNERSHIPS_US_EMAIL-LI_abmteam_25DEC26,Offers & partnerships manager (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Offers & partnerships manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Dec-2026,Fri,ABM Team,Global,Europe,Offers & partnerships manager (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,1. Card-linked offers (CLO) - bank-embedded - Buyer: Head of Cards / Digital Banking | Champion: Offers & partnerships manager | Influencer/User: Bank cardholders; merchants funding the offers,P1_ABM_ICPSEQ-OFFERS-PARTNERSHIPS_GLOBAL_EMAIL-LI_abmteam_25DEC26,Offers & partnerships manager (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Offers & partnerships manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,28-Dec-2026,Mon,ABM Team,US,USA,Partner Marketing (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Technology / IT / SaaS - Partner & reseller loyalty - Buyer: Head of Channel / Partner Marketing | Champion: Partner program manager | Influencer/User: VARs, system integrators, resellers, MSPs, distributors",P1_ABM_ICPSEQ-PARTNER-MARKETING-LO_US_EMAIL-LI_abmteam_28DEC26,Partner Marketing (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner Marketing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,28-Dec-2026,Mon,ABM Team,ROW,"India, Middle East",Partner Marketing (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Technology / IT / SaaS - Partner & reseller loyalty - Buyer: Head of Channel / Partner Marketing | Champion: Partner program manager | Influencer/User: VARs, system integrators, resellers, MSPs, distributors",P1_ABM_ICPSEQ-PARTNER-MARKETING-LO_ROW_EMAIL-LI_abmteam_28DEC26,Partner Marketing (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner Marketing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,28-Dec-2026,Mon,ABM Team,Global,Europe,Partner Marketing (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Technology / IT / SaaS - Partner & reseller loyalty - Buyer: Head of Channel / Partner Marketing | Champion: Partner program manager | Influencer/User: VARs, system integrators, resellers, MSPs, distributors",P1_ABM_ICPSEQ-PARTNER-MARKETING-LO_GLOBAL_EMAIL-LI_abmteam_28DEC26,Partner Marketing (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner Marketing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,29-Dec-2026,Tue,ABM Team,ROW,"India, Middle East, SEA",Partner channel manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Insurance - POSP & Brokers - POSP & broker loyalty - Buyer: Head of Distribution / Partnerships | Champion: Partner channel manager | Influencer/User: POSPs (point-of-sale persons), brokers, sub-brokers, aggregator partners",P1_ABM_ICPSEQ-PARTNER-CHANNEL-MANA_ROW_EMAIL-LI_abmteam_29DEC26,Partner channel manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner channel manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,30-Dec-2026,Wed,ABM Team,US,USA,Partner program manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Technology / IT / SaaS - Partner & reseller loyalty - Buyer: Head of Channel / Partner Marketing | Champion: Partner program manager | Influencer/User: VARs, system integrators, resellers, MSPs, distributors",P1_ABM_ICPSEQ-PARTNER-PROGRAM-MANA_US_EMAIL-LI_abmteam_30DEC26,Partner program manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner program manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,30-Dec-2026,Wed,ABM Team,ROW,"India, Middle East",Partner program manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Technology / IT / SaaS - Partner & reseller loyalty - Buyer: Head of Channel / Partner Marketing | Champion: Partner program manager | Influencer/User: VARs, system integrators, resellers, MSPs, distributors",P1_ABM_ICPSEQ-PARTNER-PROGRAM-MANA_ROW_EMAIL-LI_abmteam_30DEC26,Partner program manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner program manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,30-Dec-2026,Wed,ABM Team,Global,Europe,Partner program manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Technology / IT / SaaS - Partner & reseller loyalty - Buyer: Head of Channel / Partner Marketing | Champion: Partner program manager | Influencer/User: VARs, system integrators, resellers, MSPs, distributors",P1_ABM_ICPSEQ-PARTNER-PROGRAM-MANA_GLOBAL_EMAIL-LI_abmteam_30DEC26,Partner program manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partner program manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Dec-2026,Thu,ABM Team,ROW,"India, Middle East, SEA",Partnerships (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Insurance - POSP & Brokers - POSP & broker loyalty - Buyer: Head of Distribution / Partnerships | Champion: Partner channel manager | Influencer/User: POSPs (point-of-sale persons), brokers, sub-brokers, aggregator partners",P1_ABM_ICPSEQ-PARTNERSHIPS-LOYALIF_ROW_EMAIL-LI_abmteam_31DEC26,Partnerships (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Partnerships' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Jan-2027,Fri,ABM Team,ROW,"India, Middle East, SEA",Priority Banking (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Banking - Priority / Wealth - Affluent & priority engagement - Buyer: Head of Wealth / Priority Banking | Champion: Segment manager | Influencer/User: HNI / priority-banking customers, wealth clients",P1_ABM_ICPSEQ-PRIORITY-BANKING-LOY_ROW_EMAIL-LI_abmteam_01JAN27,Priority Banking (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Priority Banking' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,04-Jan-2027,Mon,ABM Team,US,USA,Product (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,1. Embedded / checkout & payment-linked loyalty - Buyer: CPO / Head of Loyalty | Champion: Product / martech lead | Influencer/User: Shoppers at point of checkout,P1_ABM_ICPSEQ-PRODUCT-LOYALIFE_US_EMAIL-LI_abmteam_04JAN27,Product (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Product' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,04-Jan-2027,Mon,ABM Team,Global,Europe,Product (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,1. Embedded / checkout & payment-linked loyalty - Buyer: CPO / Head of Loyalty | Champion: Product / martech lead | Influencer/User: Shoppers at point of checkout,P1_ABM_ICPSEQ-PRODUCT-LOYALIFE_GLOBAL_EMAIL-LI_abmteam_04JAN27,Product (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Product' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,05-Jan-2027,Tue,ABM Team,ROW,"India, Middle East, SEA",Product manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Savings & current account - Banking account customer loyalty - Buyer: Head of SME / Business Banking | Champion: Product manager | Influencer/User: Saving, Current-account & CASA customers",P1_ABM_ICPSEQ-PRODUCT-MANAGER-LOYA_ROW_EMAIL-LI_abmteam_05JAN27,Product manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Product manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,06-Jan-2027,Wed,ABM Team,US,USA,RMN lead (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,1. Retail media + loyalty-data monetisation - Buyer: Head of Retail Media / Loyalty | Champion: Loyalty-data / RMN lead | Influencer/User: Retailer's shoppers; CPG advertisers,P1_ABM_ICPSEQ-RMN-LEAD-LOYALIFE_US_EMAIL-LI_abmteam_06JAN27,RMN lead (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'RMN lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,06-Jan-2027,Wed,ABM Team,Global,Europe,RMN lead (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,1. Retail media + loyalty-data monetisation - Buyer: Head of Retail Media / Loyalty | Champion: Loyalty-data / RMN lead | Influencer/User: Retailer's shoppers; CPG advertisers,P1_ABM_ICPSEQ-RMN-LEAD-LOYALIFE_GLOBAL_EMAIL-LI_abmteam_06JAN27,RMN lead (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'RMN lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Jan-2027,Thu,ABM Team,ROW,"India, Middle East, SEA, Africa",Regional aftermarket manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Automotive Aftermarket & Lubricants - Mechanic loyalty - Buyer: Head of Aftermarket / Trade Marketing | Champion: Regional aftermarket manager | Influencer/User: Mechanics, garage owners, drivers, fleet operators",P1_ABM_ICPSEQ-REGIONAL-AFTERMARKET_ROW_EMAIL-LI_abmteam_07JAN27,Regional aftermarket manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Regional aftermarket manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,08-Jan-2027,Fri,ABM Team,ROW,"India, Middle East, SEA",Regional dealer manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Automotive - Dealer & spare-parts channel loyalty - Buyer: Head of Sales / Aftermarket | Champion: Regional dealer manager | Influencer/User: Dealers, spare-parts distributors, service centres, parts retailers",P1_ABM_ICPSEQ-REGIONAL-DEALER-MANA_ROW_EMAIL-LI_abmteam_08JAN27,Regional dealer manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Regional dealer manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,11-Jan-2027,Mon,ABM Team,ROW,"India, Middle East, SEA",Regional marketing manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Electrical & Lighting - Electrician loyalty - Buyer: Head of Trade Marketing / VP Sales | Champion: Regional marketing manager | Influencer/User: Electricians, wiremen, electrical contractors",P1_ABM_ICPSEQ-REGIONAL-MARKETING-M_ROW_EMAIL-LI_abmteam_11JAN27,Regional marketing manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Regional marketing manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,12-Jan-2027,Tue,ABM Team,ROW,"India, Middle East, SEA",Regional sales (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Tiles, Adhesives & Sanitaryware - Applicator & fitter loyalty - Buyer: Head of Trade Marketing | Champion: Regional sales/marketing manager | Influencer/User: Tilers, applicators, masons, plumbers, fabricators",P1_ABM_ICPSEQ-REGIONAL-SALES-LOYAL_ROW_EMAIL-LI_abmteam_12JAN27,Regional sales (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Regional sales' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,13-Jan-2027,Wed,ABM Team,ROW,"India, Middle East, SEA",Regional sales manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Pharma & Healthcare - Distributor & chemist loyalty - Buyer: Head of Sales / Trade | Champion: Regional sales manager | Influencer/User: Stockists, distributors, chemists / pharmacists, medical retailers",P1_ABM_ICPSEQ-REGIONAL-SALES-MANAG_ROW_EMAIL-LI_abmteam_13JAN27,Regional sales manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Regional sales manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,14-Jan-2027,Thu,ABM Team,ROW,"India, Middle East, SEA",Retail (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Beauty & Personal Care - Salon pro & beauty-advisor loyalty - Buyer: Head of Trade Marketing / Retail | Champion: Retail education manager | Influencer/User: Salon stylists, beauticians, in-store beauty advisors (BAs)",P1_ABM_ICPSEQ-RETAIL-LOYALIFE_ROW_EMAIL-LI_abmteam_14JAN27,Retail (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Retail' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,15-Jan-2027,Fri,ABM Team,ROW,"India, Middle East, SEA",Retail education manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Beauty & Personal Care - Salon pro & beauty-advisor loyalty - Buyer: Head of Trade Marketing / Retail | Champion: Retail education manager | Influencer/User: Salon stylists, beauticians, in-store beauty advisors (BAs)",P1_ABM_ICPSEQ-RETAIL-EDUCATION-MAN_ROW_EMAIL-LI_abmteam_15JAN27,Retail education manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Retail education manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,18-Jan-2027,Mon,ABM Team,US,USA,Rewards (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Credit-card rewards & points ecosystems - Buyer: Head of Cards / Rewards | Champion: Rewards product manager | Influencer/User: Cardholders (mass, affluent, premium travel)",P1_ABM_ICPSEQ-REWARDS-LOYALIFE_US_EMAIL-LI_abmteam_18JAN27,Rewards (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Rewards' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,18-Jan-2027,Mon,ABM Team,Global,Europe,Rewards (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Credit-card rewards & points ecosystems - Buyer: Head of Cards / Rewards | Champion: Rewards product manager | Influencer/User: Cardholders (mass, affluent, premium travel)",P1_ABM_ICPSEQ-REWARDS-LOYALIFE_GLOBAL_EMAIL-LI_abmteam_18JAN27,Rewards (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Rewards' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,19-Jan-2027,Tue,ABM Team,Global,Europe,Rewards manager (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Card-linked / bank loyalty-as-a-service - Buyer: Head of Cards / Digital | Champion: Rewards manager | Influencer/User: Bank customers, neobank users",P1_ABM_ICPSEQ-REWARDS-MANAGER-LOYA_GLOBAL_EMAIL-LI_abmteam_19JAN27,Rewards manager (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Rewards manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,20-Jan-2027,Wed,ABM Team,US,USA,Rewards product manager (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Credit-card rewards & points ecosystems - Buyer: Head of Cards / Rewards | Champion: Rewards product manager | Influencer/User: Cardholders (mass, affluent, premium travel)",P1_ABM_ICPSEQ-REWARDS-PRODUCT-MANA_US_EMAIL-LI_abmteam_20JAN27,Rewards product manager (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Rewards product manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,20-Jan-2027,Wed,ABM Team,Global,Europe,Rewards product manager (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Credit-card rewards & points ecosystems - Buyer: Head of Cards / Rewards | Champion: Rewards product manager | Influencer/User: Cardholders (mass, affluent, premium travel)",P1_ABM_ICPSEQ-REWARDS-PRODUCT-MANA_GLOBAL_EMAIL-LI_abmteam_20JAN27,Rewards product manager (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Rewards product manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,21-Jan-2027,Thu,ABM Team,ROW,"India, Middle East, SEA",Sales (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Banking - DSA / Loan Agents - Sourcing-agent loyalty - Buyer: Head of Retail Assets / Sales | Champion: DSA channel manager | Influencer/User: DSAs, loan connectors, feet-on-street sourcing agents",P1_ABM_ICPSEQ-SALES-LOYALIFE_ROW_EMAIL-LI_abmteam_21JAN27,Sales (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Sales' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,22-Jan-2027,Fri,ABM Team,ROW,"India, Middle East, SEA",Segment manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Banking - Priority / Wealth - Affluent & priority engagement - Buyer: Head of Wealth / Priority Banking | Champion: Segment manager | Influencer/User: HNI / priority-banking customers, wealth clients",P1_ABM_ICPSEQ-SEGMENT-MANAGER-LOYA_ROW_EMAIL-LI_abmteam_22JAN27,Segment manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Segment manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Jan-2027,Mon,ABM Team,US,USA,Shopper-marketing (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Consumer cashback & rebate apps - Buyer: Head of Growth (brand/retailer) or the app operator | Champion: Shopper-marketing / lifecycle manager | Influencer/User: Shoppers (grocery, online, gas, receipts)",P1_ABM_ICPSEQ-SHOPPER-MARKETING-LO_US_EMAIL-LI_abmteam_25JAN27,Shopper-marketing (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Shopper-marketing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Jan-2027,Mon,ABM Team,Global,Europe,Shopper-marketing (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Consumer cashback & rebate apps - Buyer: Head of Growth (brand/retailer) or the app operator | Champion: Shopper-marketing / lifecycle manager | Influencer/User: Shoppers (grocery, online, gas, receipts)",P1_ABM_ICPSEQ-SHOPPER-MARKETING-LO_GLOBAL_EMAIL-LI_abmteam_25JAN27,Shopper-marketing (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Shopper-marketing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,26-Jan-2027,Tue,ABM Team,ROW,"India, Middle East, SEA",Specification  manager (Loyalife),P1,ICP Persona Sequence,Loyalife,1 emails,"1. Architecture & Specification - Architect & designer loyalty - Buyer: Head of Specification / Marketing | Champion: Specification (A&D) manager | Influencer/User: Architects, interior designers, structural engineers, MEP consultants",P1_ABM_ICPSEQ-SPECIFICATION-MANAGE_ROW_EMAIL-LI_abmteam_26JAN27,Specification  manager (Loyalife) buyer segment (1 use cases spanning Loyalife),Planned,,,"Job-title cluster - every use case mentioning 'Specification  manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,27-Jan-2027,Wed,ABM Team,US,USA,Subscription product manager (Loyalife),P1,ICP Persona Sequence,Loyalife USA/Europe,1 emails,"1. Subscription / paid membership loyalty - Buyer: Head of Membership / CMO | Champion: Subscription product manager | Influencer/User: Paid members (retail, QSR, services)",P1_ABM_ICPSEQ-SUBSCRIPTION-PRODUCT_US_EMAIL-LI_abmteam_27JAN27,Subscription product manager (Loyalife) buyer segment (1 use cases spanning Loyalife USA/Europe),Planned,,,"Job-title cluster - every use case mentioning 'Subscription product manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
